pc,delta_in,type,delta_out
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
13588797,64,2,64
